Question|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What Jewish holiday saw the start of the 1973 Mideast War ?|What Jewish|WP|JJ|VBD|ENTY
How does a copier work ?|How does|WRB|VBZ|VBZ|DESC
What is the speed of the Mississippi River ?|What is|WP|VBZ|VBZ|NUM
Who said of Super Bowl III in 1969 : '' We 'll win- I guarantee it '' ?|Who said win- I|WP|PRP|VBD|HUM
What is Dudley Do-Right's horse's name ?|What is|WP|VBZ|VBZ|ENTY
Who declared : '' I am down on whores and I shan 't stop ripping them '' ?|Who declared|WP|VBD|VBD|HUM
Where does chocolate come from ?|Where does|WRB|VBZ|VB|LOC
What TV game show once saw a contestant admit to picking his toes in the shower ?|What TV|WP|NN|VBD|ENTY
What Soviet leader owned a Rolls-Royce ?|What Soviet|WP|JJ|VBD|HUM
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?|Where can|WRB|MD|VB|LOC
What war did Florence Nightingale tend the troops in ?|What war|WP|NN|VBP|ENTY
Who wrote the song , '' Stardust '' ?|Who wrote|WP|VBD|VBD|HUM
How many Beatles ' records went #1 ?|How many|WRB|JJ|VBD|NUM
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?|Who is|WP|VBZ|VBZ|HUM
What is the abbreviation of the company name ' General Motors ' ?|What is|WP|VBZ|VBZ|ABBR
What mountains lie between the Arkansas and Missouri rivers ?|What mountains|WP|NNS|VBP|LOC
Who received the Will Rogers Award in 1989 ?|Who received|WP|VBD|VBD|HUM
What is the function of RAM ?|What is|WP|VBZ|VBZ|DESC
What's the closest G2 Spectrum Yellow Dwarf to Earth ?|What 's|WP|VBZ|VBZ|LOC
How many equal angles are there in an isosceles triangle ?|How many|WRB|JJ|VBP|NUM
What is the fear of cockroaches called ?|What is|WP|VBZ|VBZ|ENTY
What CBS soap opera was interrupted by the bulletin of John F. Kennedy's assassination ?|What CBS|WP|NNP|VBN|ENTY
What is the use of a 24-hour clock instead of a 12-hour clock ?|What is|WP|VBZ|VBZ|DESC
What was the name of the lawyer who represented Randy Craft ?|What was who represented|WP|VBD|VBD|HUM
What United States President had dreamed that he was assassinated ?|What United|WP|NNP|VBN|HUM
What film did Lee Marvin win the 1965 best actor Oscar for ?|What film|WP|NN|VB|ENTY
Where is Basque country located ?|Where is|WRB|VBZ|VBZ|LOC
What product does '' Mrs. Olsen '' promote ?|What product|WP|NN|VB|ENTY
What time of day did Emperor Hirohito die ?|What time|WDT|NN|VB|NUM
What is dry ice ?|What is|WP|VBZ|VBZ|DESC
What's the most powerful card in Euchre ?|What 's|WP|VBZ|VBZ|ENTY
What does '' intractable plantar keratoma '' mean ?|What does|WP|VBZ|VBZ|DESC
How many years did it take James Joyce to write Ulysses ?|How many|WRB|JJ|VB|NUM
What crop failure caused the Irish Famine ?|What crop|WP|NN|VBD|ENTY
What South Korean city is served by Kimpo International Airport ?|What South|WDT|JJ|VBN|LOC
How many types of dogs ' tails are there - three|How many|WRB|JJ|VBP|NUM
What is the longest-running television series ?|What is|WP|VBZ|VBZ|ENTY
What predators exist on Antarctica ?|What predators|WP|NNS|VBP|ENTY
What is the difference between a generator and an alternator ?|What is|WP|VBZ|VBZ|DESC
How is energy created ?|How is|WRB|VBZ|VBN|DESC
What beer advertised that it had '' three rings '' ?|What beer|WP|NN|VBD|ENTY
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?|What is|WP|VBZ|VBZ|NUM
What golfing accessory was patented by George Grant on December 12|What golfing|WP|NN|VBN|ENTY
What are the different types of plastic ?|What are|WP|VBP|VBP|ENTY
How is it correct to say ' qigong ' ?|How is|WRB|VBZ|VBZ|DESC
What was the highest mountain on earth before Mount Everest was discovered ?|What was|WP|VBD|VBD|LOC
Where was the Ligurian Republic , 1797-185 , ?|Where was|WRB|VBD|VBD|LOC
What country's people are the top television watchers ?|What country|WP|NN|VBP|LOC
When was the women's suffrage amendment ratified ?|When was|WRB|VBD|VBN|NUM
What Polynesian people inhabit New Zealand ?|What Polynesian|WP|JJ|VBP|HUM
What movie tour of the Roman empire features the admonition : '' Row well and live '' ?|What movie|WDT|NN|VBZ|ENTY
What Nevada center has been dubbed The Biggest Little City in the World ?|What Nevada|WP|NNP|VBN|LOC
What President lived at 219 North Delaware Street , Independence , Missouri ?|What President|WP|NNP|VBD|HUM
Give a reason for American Indians oftentimes dropping out of school .||||VB|DESC
Where must a soccer goalie stand to be permitted to handle the ball ?|Where must|WRB|MD|VB|LOC
What is the difference between classical conditioning and operant conditioning ?|What is|WP|VBZ|VBZ|DESC
In what U.S. state was the first woman governor elected ?|what U.S.|WP|NNP|IN|LOC
What are some interesting facts and information about dogsledding ?|What are|WP|VBP|VBP|DESC
What year did Hitler die ?|What year|WDT|NN|VB|NUM
What famous model was married to Billy Joel ?|What famous|WP|JJ|VBD|HUM
What kind of animal is Babar ?|What kind|WDT|NN|VBZ|ENTY
What is Jane Goodall known for ?|What is|WP|VBZ|VBN|DESC
What killed Bob Marley ?|What killed|WDT|VBD|VBD|ENTY
How much money are Dumbo's ears insured for ?|How much|WRB|JJ|VBP|NUM
Who danced into stardom with Fred Astaire in 1941's You 'll Never Get Rich ?|Who danced|WP|VBD|VBD|HUM
Who is Stein Eriksen ?|Who is|WP|VBZ|VBZ|HUM
What does the name Billie mean ?|What does|WP|VBZ|VB|DESC
Who is the fastest swimmer in the world ?|Who is|WP|VBZ|VBZ|HUM
What is the highest peak in Africa ?|What is|WP|VBZ|VBZ|LOC
Where is Procter & Gamble headquartered in the U.S. ?|Where is|WRB|VBZ|VBZ|LOC
What desert has been called The Garden of Allah ?|What desert|WP|NN|VBN|LOC
What do bicornate animals have two of ?|What do|WP|VBP|VBP|ENTY
What function does a community's water tower serve ?|What function|WDT|NN|VBP|DESC
What is a fear of weakness ?|What is|WP|VBZ|VBZ|ENTY
How many miles is it to Ohio from North Carolina ?|How many|WRB|JJ|VBZ|NUM
How much snow equals an inch of rain ?|How much|WRB|JJ|VBZ|NUM
What does G.M.T. stand for ?|What does|WP|VBZ|VB|ABBR
What does Inuit and Eskimo mean ?|What does|WP|VBZ|VBP|DESC
What song served as the closing theme of The Johnny Cash Show ?|What song|WDT|NN|VBD|ENTY
What field sport did dentist William Beers promote and write a standard book of rules for ?|What field|WP|NN|VBP|ENTY
How do I tie dye clothes ?|How do|WRB|VBP|VB|DESC
When does the average teenager first have intercourse ?|When does|WRB|VBZ|VB|NUM
Why doesn 't www.answers.com have any answers to my questions ?|Why doesn|WRB|NN|VBP|DESC
What actor's autobiography is titled All My Yesterdays ?|What actor|WP|NN|VBN|HUM
What Russian master spy lived in the U.S. under the name Emil Goldfus ?|What Russian|WP|JJ|VBD|HUM
Where's the 19th hole on a golf course ?|Where 's|WRB|VBZ|VBZ|LOC
What's nature's purpose for tornadoes ?|What 's|WP|VBZ|VBZ|DESC
Who played the original Charlie's Angels ?|Who played|WP|VBD|VBD|HUM
Where can I find a person's address from a telephone number ?|Where can|WRB|MD|VB|LOC
What English word comes from the Old French covrefeu , meaning cover fire ?|What English|WP|JJ|VBZ|ENTY
What musical instrument did Prewitt play in James Jones's From Here to Eternity ?|What musical|WP|JJ|VB|ENTY
Where did Sarge Steel get his metal hand ?|Where did|WRB|VBD|VB|LOC
What makes popcorn pop ?|What makes|WP|VBZ|VBZ|DESC
Who wrote The Night of the Iguana ?|Who wrote|WP|VBD|VBD|HUM
Where does your hair grow the fastest ?|Where does|WRB|VBZ|VB|ENTY
What country did King Gustav V reign over from 197 to 195 ?|What country|WP|NN|NN|LOC
Who painted Mother and Child ?|Who painted|WP|VBD|VBD|HUM
What is the speed of the Mississippi River ?|What is|WP|VBZ|VBZ|NUM
In what area of the world was the Six Day War fought ?|what area|WP|NN|VBD|LOC
What is the brightest star visible from Earth ?|What is|WP|VBZ|VBZ|LOC
What film marked Robert Redford's directorial debut ?|What film|WP|NN|VBD|ENTY
What was Mao's second name ?|What was|WP|VBD|VBD|HUM
What film or films has Jude Law appeared in ?|What film|WP|NN|VBD|ENTY
Where do hyenas live ?|Where do|WRB|VBP|VB|LOC
Who is the '' Queen Mother '' ?|Who is|WP|VBZ|VBZ|HUM
What's the most commonly-spoken language in Belgium ?|What 's|WP|VBZ|VBZ|ENTY
Who has more DNA - a man or a woman ?|Who has|WP|VBZ|VBZ|HUM
What are Maid-Rites ?|What are|WP|VBP|VBP|DESC
What children's tale contains the line : '' Come , Cinderslut , and hold this skein of wool for me '' ?|What children|WP|NNS|VBZ|ENTY
What level of government or governmental agency is responsible for dealing with racism ?|What level|WDT|NN|VBZ|HUM
How many referees work a soccer game ?|How many|WRB|JJ|VBP|NUM
What cocktail do you concoct with whisky and sweet vermouth ?|What cocktail|WDT|NN|VB|ENTY
How do you say '' fresh '' in Spanish ?|How do|WRB|VBP|VB|ENTY
What do bee hives do in cranberry bogs ?|What do|WP|VBP|VBP|DESC
What caused the Lynmouth floods ?|What caused|WP|VBD|VBD|DESC
When is the Tulip Festival in Michigan ?|When is|WRB|VBZ|VBZ|NUM
Who came up with the name , El Nino ?|Who came|WP|VBD|VBD|HUM
What movie did Madilyn Kahn star in with Gene Wilder ?|What movie|WP|NN|NN|ENTY
What type of bridge is the Golden Gate Bridge ?|What type|WDT|NN|VBZ|ENTY
What dictator has the nickname '' El Maximo '' ?|What dictator|WP|NN|VBZ|HUM
What stereo manufacturer is '' Slightly ahead of its time '' ?|What stereo|WP|NN|VBZ|HUM
What U.S. city is The Queen of the Pacific ?|What U.S.|WP|NNP|VBZ|LOC
What TV sitcom character had the maiden name Ethel Potter ?|What TV|WP|NN|VBD|HUM
What was the first Lifesaver flavor ?|What was|WP|VBD|VBD|ENTY
Who kept the most famous diary in the English language ?|Who kept|WP|VBD|VBD|HUM
Where can I find out the top 1 singles ?|Where can|WRB|MD|VB|LOC
How many degrees cooler is the inside of a cucumber than the air outside ?|How many|WRB|JJ|VBZ|NUM
What Spanish artist painted Crucifixion ?|What Spanish|WP|JJ|VBN|HUM
What is the Jewish bible called ?|What is|WP|VBZ|VBZ|ENTY
Why is the grass green ?|Why is|WRB|VBZ|VBZ|DESC
What is a firewall ?|What is|WP|VBZ|VBZ|DESC
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?|What spy|WP|NN|VBD|HUM
Which oil company almost picked a word that meant '' stalled car '' in Japanese as its new international name ?|Which oil that meant|WDT|VBD|VBD|HUM
How long does it take for Spider-Man's web to evaporate ?|How long|WRB|RB|VB|NUM
Who was Randy Steven Craft's lawyer ?|Who was|WP|VBD|VBD|HUM
What was known as the Spice Island ?|What was|WP|VBD|VBN|LOC
Who was the first host of Person to Person ?|Who was|WP|VBD|VBD|HUM
Name the Ranger who was always after Yogi Bear .|who was|WP|VBD|VB|HUM
What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?|What deck|WP|NN|VBZ|ENTY
What does the Statue of Liberty wear on her feet ?|What does|WP|VBZ|VBP|ENTY
Who is the superstar in rent-a-cars ?|Who is|WP|VBZ|VBZ|HUM
McCarren Airport is located in what city ?|what city|WP|NN|VBN|LOC
What household facility contains a float ball , ballcock , and overflow tube ?|What household|WP|NN|VBZ|ENTY
What was the name of Betty Boop's dog ?|What was|WP|VBD|VBD|ENTY
What fraction of a beaver's life is spent swimming ?|What fraction|WDT|NN|VBN|NUM
What was the Bridge of San Luis Rey made of ?|What was|WP|VBD|VBD|ENTY
What do economists do ?|What do|WP|VBP|VB|DESC
What country has the largest sheep population ?|What country|WP|NN|VBZ|LOC
What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?|What do|WP|VBP|VB|DESC
What country is the world's largest importer of cognac ?|What country|WP|NN|VBZ|LOC
How many years is Johnnie Walker Black Label aged ?|How many|WRB|JJ|VBZ|NUM
What does SIDS stand for ?|What does|WP|VBZ|VB|ABBR
What is Grenada's main commodity export ?|What is|WP|VBZ|VBZ|ENTY
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?|How much|WRB|JJ|VB|NUM
What makes a clitoris sensitive ?|What makes|WP|VBZ|VBZ|DESC
What country has the most time zones , with 11 ?|What country|WP|NN|VBZ|LOC
What '' magic '' does Mandrake employ ?|What ''|WP|''|VB|ENTY
Who is the president of Stanford University ?|Who is|WP|VBZ|VBZ|HUM
Whose first presidential order was : '' Let's get this goddamn thing airborne '' ?|Whose first|WP$|JJ|VBD|HUM
What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?|What was|WP|VBD|VBN|ENTY
What city is Logan Airport in ?|What city|WP|NN|VBZ|LOC
What is a nanometer ?|What is|WP|VBZ|VBZ|DESC
How many innings are there in a regulation softball game ?|How many|WRB|JJ|VBP|NUM
When did CNN go on the air ?|When did|WRB|VBD|VB|NUM
What is the largest city on the Great Lakes ?|What is|WP|VBZ|VBZ|LOC
What is the telephone number for the University of Kentucky ?|What is|WP|VBZ|VBZ|NUM
Who invented baseball ?|Who invented|WP|VBD|VBD|HUM
How many wives did Brigham Young have ?|How many|WRB|JJ|VBP|NUM
What product on the market is good for hiding facial scars ?|What product|WP|NN|VBZ|ENTY
How long is the Coney Island boardwalk ?|How long|WRB|RB|VBZ|NUM
What city gained renown for its pea-soup fogs ?|What city|WP|NN|VBD|LOC
What does '' Janelle '' mean ?|What does|WP|VBZ|WP|DESC
How do I get another city's newspaper ?|How do|WRB|VBP|VB|DESC
Name a movie about the Sioux Indians starring Kevin Costner .||||VB|ENTY
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?|Who was|WP|VBD|VBN|HUM
What are the distinct physical characterstics of the Arabian horse ?|What are|WP|VBP|VBP|DESC
What is a fear of thunder ?|What is|WP|VBZ|VBZ|ENTY
What animal has killed the most people ?|What animal|WP|NN|VBN|ENTY
How many colleges are in Wyoming ?|How many|WRB|JJ|VBP|NUM
What Russian seaport has a name meaning '' Lord of the East '' ?|What Russian|WP|JJ|VBZ|LOC
Where can stocks be traded on-line ?|Where can|WRB|MD|VBN|LOC
When was the Battle of Hastings ?|When was|WRB|VBD|VBD|NUM
What kind of file has the extension .dbf ?|What kind|WDT|NN|VBZ|ENTY
When did Muhammad live ?|When did|WRB|VBD|VB|NUM
What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?|What then|WP|RB|VBN|ENTY
What is a wop ?|What is|WP|VBZ|VBZ|DESC
Where do rocks come from ?|Where do|WRB|VBP|VB|DESC
How do I stop background noise in a car stereo ?|How do|WRB|VBP|VB|DESC
Where do people mountain climb in Nepal ?|Where do|WRB|VBP|VB|LOC
What is the best college in the country ?|What is|WP|VBZ|VBZ|HUM
What is viscosity ?|What is|WP|VBZ|VBZ|DESC
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?|What was that Alyssa|WDT|NNP|VBD|ENTY
What are the Nordic nations ?|What are|WP|VBP|VBP|LOC
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?|Where on|WRB|IN|VB|LOC
What U.S. state borders Illinois to the north ?|What U.S.|WP|NNP|NNS|LOC
Name a film in which Jude Law acted .|which Jude|WDT|NNP|VB|ENTY
What is the temperature for baking Peachy Oat Muffins ?|What is|WP|VBZ|VBZ|NUM
What is a fear of bees ?|What is|WP|VBZ|VBZ|ENTY
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?|What Vladimir|WP|NNP|VBZ|ENTY
What is a green bog ?|What is|WP|VBZ|VBZ|DESC
Where did the myth of Santa Claus originate ?|Where did|WRB|VBD|VB|LOC
What does a chairbound basophobic fear ?|What does|WP|VBZ|NN|ENTY
What city is served by Logan International Airport ?|What city|WP|NN|VBN|LOC
What wrestling star became '' The Incredible Hulk '' ?|What wrestling|WP|VBG|VBD|HUM
What attracts tourists to Reims ?|What attracts|WP|VBZ|VBZ|LOC
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?|What game|WDT|NN|VB|ENTY
What fastener did Whitcomb Judson patent in 1893 ?|What fastener|WDT|NN|VBD|ENTY
What's an auberge in France ?|What 's|WP|VBZ|VBZ|DESC
Who was the star of the 1965 Broadway hit Golden Boy ?|Who was|WP|VBD|VBD|HUM
Where is Procter & Gamble based in the U.S. ?|Where is|WRB|VBZ|VBZ|LOC
What army was founded by William Booth and his wife Catherine ?|What army|WP|NN|VBN|HUM
What does ribavirin consist of ?|What does|WP|VBZ|VB|ENTY
Name the soft drink that is '' number one in the sun . ''||||VB|ENTY
What is the web address of the list of e-mail addresses of members of the House of Representatives ?|What is|WP|VBZ|VBZ|LOC
What was her real name ?|What was|WP|VBD|VBD|HUM
Why are the ears your center of balance ?|Why are|WRB|VBP|VBP|DESC
Who invented the toothbrush ?|Who invented|WP|VBD|VBD|HUM
What was the name of that popular song the Creeps sang ?|What was|WP|VBD|VBD|ENTY
Where is the Abominable Snowman said to wander ?|Where is|WRB|VBZ|VBD|LOC
What is a fear of being alone ?|What is|WP|VBZ|VBZ|ENTY
How many dots make up the symbol for '' because '' ?|How many|WRB|JJ|VBP|NUM
What do you get by adding Lactobacillus bulgaricus to milk ?|What do|WP|VBP|VB|ENTY
When reading classified ads , what does EENTY : other stand for ?|When reading what does|WP|VBZ|VB|ABBR
How many hearts does an octopus have ?|How many|WRB|JJ|VBP|NUM
What plant has the largest seed ?|What plant|WP|NN|VBZ|ENTY
What was the only country you were allowed to drive into Israel from in 1979 ?|What was|WP|VBD|VBD|LOC
What's approaching when a cyclist shouts : '' Oil '' ?|What 's when a|WRB|DT|VBG|ENTY
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?|What baseball|WP|NN|VBD|HUM
What kind of sport is often associated with hooligans ?|What kind|WDT|NN|VBN|ENTY
What video game hero do some of his fans call Chomper ?|What video|WP|NN|VB|HUM
How many holes are there in a tenpin bowling ball ?|How many|WRB|JJ|VBP|NUM
What is the longest word in the English language ?|What is|WP|VBZ|VBZ|ENTY
In What city or state do the most gay men live in ?|What city|WP|NN|VBP|LOC
What TV comediennes's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?|What TV|WP|NN|VBP|HUM
