#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
Who is Snoopy's arch-enemy ?|HUM|NN|attr|NON|xxxx|enemy|NF
What is the nature of learning ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the nature of learning ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the nature of learning ?|DESC|NN|nsubj|NON|xxxx|nature|NF
What is the nature of learning ?|DESC|NN|pcomp|NON|xxxx|learning|NF
What's the only color Johnny Cash wears on stage ?|ENTY|WP|attr|NON|Xxxx|What|NF
What's the only color Johnny Cash wears on stage ?|ENTY|VBZ|csubj|NON|'x|'s|NF
What's the only color Johnny Cash wears on stage ?|ENTY|JJ|amod|NON|xxxx|only|NF
What's the only color Johnny Cash wears on stage ?|ENTY|NN|compound|NON|xxxx|color|NF
What's the only color Johnny Cash wears on stage ?|ENTY|NNP|compound|PERSON|Xxxxx|Johnny|NF
What's the only color Johnny Cash wears on stage ?|ENTY|NNP|nsubj|PERSON|Xxxx|Cash|NF
What's the only color Johnny Cash wears on stage ?|ENTY|VBZ|ROOT|NON|xxxx|wears|NF
What's the only color Johnny Cash wears on stage ?|ENTY|NN|pobj|NON|xxxx|stage|NF
What's the term for a young fox ?|ENTY|WP|attr|NON|Xxxx|What|NF
What's the term for a young fox ?|ENTY|VBZ|ROOT|NON|'x|'s|NF
What's the term for a young fox ?|ENTY|NN|nsubj|NON|xxxx|term|NF
What's the term for a young fox ?|ENTY|JJ|amod|NON|xxxx|young|NF
What's the term for a young fox ?|ENTY|NN|pobj|NON|xxx|fox|NF
What U.S. state lived under six flags ?|LOC|WP|dobj|NON|Xxxx|What|NF
What U.S. state lived under six flags ?|LOC|NNP|compound|GPE|X.X.|U.S.|NF
What U.S. state lived under six flags ?|LOC|NN|nsubj|NON|xxxx|state|NF
What U.S. state lived under six flags ?|LOC|VBD|ROOT|NON|xxxx|lived|NF
What U.S. state lived under six flags ?|LOC|CD|nummod|CARDINAL|xxx|six|NF
What U.S. state lived under six flags ?|LOC|NNS|pobj|NON|xxxx|flags|NF
What is the Kashmir issue ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the Kashmir issue ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the Kashmir issue ?|DESC|NNP|compound|LOC|Xxxxx|Kashmir|NF
What is the Kashmir issue ?|DESC|NN|nsubj|NON|xxxx|issue|NF
Where is the Loop ?|LOC|VBZ|ROOT|NON|xx|is|NF
Where is the Loop ?|LOC|NNP|nsubj|NON|Xxxx|Loop|NF
What does '' extended definition '' mean and how would one write a paper on it ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What does '' extended definition '' mean and how would one write a paper on it ?|DESC|VBZ|aux|NON|xxxx|does|NF
What does '' extended definition '' mean and how would one write a paper on it ?|DESC|VBN|ROOT|NON|xxxx|extended|NF
What does '' extended definition '' mean and how would one write a paper on it ?|DESC|NN|dobj|NON|xxxx|definition|NF
What country's capital is Tirana ?|LOC|WP|det|NON|Xxxx|What|NF
What country's capital is Tirana ?|LOC|NN|poss|NON|xxxx|country|NF
What country's capital is Tirana ?|LOC|NN|nsubj|NON|xxxx|capital|NF
What country's capital is Tirana ?|LOC|VBZ|ROOT|NON|xx|is|NF
What country's capital is Tirana ?|LOC|NNP|attr|PERSON|Xxxxx|Tirana|NF
What is titanium ?|DESC|WP|attr|NON|Xxxx|What|NF
What is titanium ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is titanium ?|DESC|NN|nsubj|NON|xxxx|titanium|NF
Who do Herb and Tootsie live next door to ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who do Herb and Tootsie live next door to ?|HUM|VBP|aux|NON|xx|do|NF
Who do Herb and Tootsie live next door to ?|HUM|NNP|nsubj|PERSON|Xxxx|Herb|NF
Who do Herb and Tootsie live next door to ?|HUM|NNP|conj|PERSON|Xxxxx|Tootsie|NF
Who do Herb and Tootsie live next door to ?|HUM|VBP|ROOT|NON|xxxx|live|NF
Who do Herb and Tootsie live next door to ?|HUM|JJ|amod|NON|xxxx|next|NF
Who do Herb and Tootsie live next door to ?|HUM|NN|npadvmod|NON|xxxx|door|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|WDT|det|NON|Xxxxx|Which|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|NN|nsubj|NON|xxxx|city|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|VBZ|ROOT|NON|xxx|has|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|JJS|amod|NON|xxxx|oldest|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|NN|dobj|NON|xxxx|relationship|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|NN|pobj|NON|xxxx�xxxx|sister�city|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|NNP|compound|GPE|Xxx|Los|NF
Which city has the oldest relationship as a sister�city with Los Angeles ?|LOC|NNP|pobj|GPE|Xxxxx|Angeles|NF
What is a caldera ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is a caldera ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is a caldera ?|DESC|NN|attr|NON|xxxx|caldera|NF
Why do people get calluses ?|DESC|VBP|aux|NON|xx|do|NF
Why do people get calluses ?|DESC|NNS|nsubj|NON|xxxx|people|NF
Why do people get calluses ?|DESC|VB|ROOT|NON|xxx|get|NF
Why do people get calluses ?|DESC|NNS|dobj|NON|xxxx|calluses|NF
What are the names of the tourist attractions in Reims ?|LOC|WP|attr|NON|Xxxx|What|NF
What are the names of the tourist attractions in Reims ?|LOC|VBP|ROOT|NON|xxx|are|NF
What are the names of the tourist attractions in Reims ?|LOC|NNS|attr|NON|xxxx|names|NF
What are the names of the tourist attractions in Reims ?|LOC|NN|compound|NON|xxxx|tourist|NF
What are the names of the tourist attractions in Reims ?|LOC|NNS|pobj|NON|xxxx|attractions|NF
What are the names of the tourist attractions in Reims ?|LOC|NNP|pobj|GPE|Xxxxx|Reims|NF
What are Cushman and Wakefield known for ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What are Cushman and Wakefield known for ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are Cushman and Wakefield known for ?|DESC|JJ|acomp|NORP|Xxxxx|Cushman|NF
What are Cushman and Wakefield known for ?|DESC|NNP|conj|NON|Xxxxx|Wakefield|NF
What are Cushman and Wakefield known for ?|DESC|VBN|acomp|NON|xxxx|known|NF
What body of water does the Danube River flow into ?|LOC|WP|det|NON|Xxxx|What|NF
What body of water does the Danube River flow into ?|LOC|NN|nsubj|NON|xxxx|body|NF
What body of water does the Danube River flow into ?|LOC|NN|pobj|NON|xxxx|water|NF
What body of water does the Danube River flow into ?|LOC|VBZ|ROOT|NON|xxxx|does|NF
What body of water does the Danube River flow into ?|LOC|NNP|compound|LOC|Xxxxx|Danube|NF
What body of water does the Danube River flow into ?|LOC|NNP|compound|LOC|Xxxxx|River|NF
What body of water does the Danube River flow into ?|LOC|NN|dobj|NON|xxxx|flow|NF
Who is the founder of Scientology ?|HUM|WP|attr|NON|Xxx|Who|NF
Who is the founder of Scientology ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is the founder of Scientology ?|HUM|NN|attr|NON|xxxx|founder|NF
Who is the founder of Scientology ?|HUM|NN|pobj|NON|Xxxxx|Scientology|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|WP|dobj|NON|Xxxx|What|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|VBZ|aux|NON|xxxx|does|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|CD|npadvmod|NON|xxx|six|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|VBN|amod|NON|xxxx|footed|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|NNP|compound|LOC|Xxxxx|Musca|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|NN|nsubj|NON|xxxx|domestica|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|VBP|ROOT|NON|xxxx|become|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|VBZ|advcl|NON|xxxx|enters|NF
What does the six-footed Musca domestica become when it enters a house ?|ENTY|NN|dobj|NON|xxxx|house|NF
What is the history of skateboarding ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the history of skateboarding ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the history of skateboarding ?|DESC|NN|nsubj|NON|xxxx|history|NF
What is the history of skateboarding ?|DESC|VBG|pcomp|NON|xxxx|skateboarding|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|VBD|ROOT|NON|xxxx|starred|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|VBG|pcomp|NON|Xxxxx|Singing|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|NN|pobj|NON|Xxxx|Rain|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|NNP|compound|WORK_OF_ART|Xxxxx|Singing|NF
Who starred in Singing in the Rain and The Singing Nun ?|HUM|NNP|conj|WORK_OF_ART|Xxx|Nun|NF
How do I make fuel bricks from recycled newspaper ?|DESC|VBP|aux|NON|xx|do|NF
How do I make fuel bricks from recycled newspaper ?|DESC|VB|ROOT|NON|xxxx|make|NF
How do I make fuel bricks from recycled newspaper ?|DESC|NN|compound|NON|xxxx|fuel|NF
How do I make fuel bricks from recycled newspaper ?|DESC|NNS|dobj|NON|xxxx|bricks|NF
How do I make fuel bricks from recycled newspaper ?|DESC|VBN|amod|NON|xxxx|recycled|NF
How do I make fuel bricks from recycled newspaper ?|DESC|NN|pobj|NON|xxxx|newspaper|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|WP|det|NON|Xxxx|What|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|JJ|amod|DATE|ddxx|19th|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|NN|compound|DATE|xxxx|century|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|NN|nsubj|NON|xxxx|painter|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|VBD|ROOT|NON|xxxx|died|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|NNP|compound|LOC|Xxxxx|Marquesas|NF
What 19th-century painter died in the Marquesas Islands ?|HUM|NNPS|pobj|LOC|Xxxxx|Islands|NF
The corpus callosum is in what part of the body ?|ENTY|NN|compound|NON|xxxx|corpus|NF
The corpus callosum is in what part of the body ?|ENTY|NN|nsubj|NON|xxxx|callosum|NF
The corpus callosum is in what part of the body ?|ENTY|VBZ|ROOT|NON|xx|is|NF
The corpus callosum is in what part of the body ?|ENTY|WP|det|NON|xxxx|what|NF
The corpus callosum is in what part of the body ?|ENTY|NN|pobj|NON|xxxx|part|NF
The corpus callosum is in what part of the body ?|ENTY|NN|pobj|NON|xxxx|body|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|VBP|aux|NON|xx|do|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|VB|ROOT|NON|xxx|log|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NN|compound|NON|xxxx|home|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NN|pobj|NON|xxxx|page|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NNPS|compound|NON|Xxxxx|Headquarters|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NNP|compound|ORG|X.X.|U.S.|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NNP|compound|ORG|Xxxxx|European|NF
How do I log on to home page at Headquarters U.S. European Command ?|DESC|NNP|pobj|ORG|Xxxxx|Command|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|WP|det|NON|Xxxx|What|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NN|dobj|NON|xxxx|country|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|VBD|aux|NON|xxx|did|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNPS|nsubj|NORP|Xxxxx|Nazis|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|VBP|ROOT|NON|xxxx|occupy|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|CD|pobj|CARDINAL|d|1|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNP|compound|NON|XX|CD|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNP|npadvmod|NON|XXX|NNS|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNP|compound|NON|XXX|NNP|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNP|compound|NON|XXX|NNP|NF
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .|LOC|NNP|pobj|NON|XXX|NNP|NF
What is Nebraska's most valuable resource ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What is Nebraska's most valuable resource ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is Nebraska's most valuable resource ?|ENTY|NNP|poss|GPE|Xxxxx|Nebraska|NF
What is Nebraska's most valuable resource ?|ENTY|JJ|amod|NON|xxxx|valuable|NF
What is Nebraska's most valuable resource ?|ENTY|NN|nsubj|NON|xxxx|resource|NF
How many species of the Great White shark are there ?|NUM|JJ|amod|NON|xxxx|many|NF
How many species of the Great White shark are there ?|NUM|NNS|nsubj|NON|xxxx|species|NF
How many species of the Great White shark are there ?|NUM|NNP|compound|NON|Xxxxx|Great|NF
How many species of the Great White shark are there ?|NUM|NNP|compound|NON|Xxxxx|White|NF
How many species of the Great White shark are there ?|NUM|NN|pobj|NON|xxxx|shark|NF
How many species of the Great White shark are there ?|NUM|VBP|ROOT|NON|xxx|are|NF
What is the origin of head lice ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the origin of head lice ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the origin of head lice ?|DESC|NN|nsubj|NON|xxxx|origin|NF
What is the origin of head lice ?|DESC|NN|compound|NON|xxxx|head|NF
What is the origin of head lice ?|DESC|NNS|pobj|NON|xxxx|lice|NF
What is the nickname for the state of Mississippi ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the nickname for the state of Mississippi ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the nickname for the state of Mississippi ?|LOC|NN|nsubj|NON|xxxx|nickname|NF
What is the nickname for the state of Mississippi ?|LOC|NN|pobj|NON|xxxx|state|NF
What is the nickname for the state of Mississippi ?|LOC|NNP|pobj|GPE|Xxxxx|Mississippi|NF
What was the first domesticated bird ?|ENTY|WP|attr|NON|Xxxx|What|NF
What was the first domesticated bird ?|ENTY|VBD|ROOT|NON|xxx|was|NF
What was the first domesticated bird ?|ENTY|JJ|amod|ORDINAL|xxxx|first|NF
What was the first domesticated bird ?|ENTY|VBN|amod|NON|xxxx|domesticated|NF
What was the first domesticated bird ?|ENTY|NN|nsubj|NON|xxxx|bird|NF
How many villi are found in the small intestine ?|NUM|JJ|amod|NON|xxxx|many|NF
How many villi are found in the small intestine ?|NUM|NNS|nsubjpass|NON|xxxx|villi|NF
How many villi are found in the small intestine ?|NUM|VBP|auxpass|NON|xxx|are|NF
How many villi are found in the small intestine ?|NUM|VBN|ROOT|NON|xxxx|found|NF
How many villi are found in the small intestine ?|NUM|JJ|amod|NON|xxxx|small|NF
How many villi are found in the small intestine ?|NUM|NN|pobj|NON|xxxx|intestine|NF
What country did King Wenceslas rule ?|LOC|WP|det|NON|Xxxx|What|NF
What country did King Wenceslas rule ?|LOC|NN|dobj|NON|xxxx|country|NF
What country did King Wenceslas rule ?|LOC|VBD|aux|NON|xxx|did|NF
What country did King Wenceslas rule ?|LOC|NNP|compound|LOC|Xxxx|King|NF
What country did King Wenceslas rule ?|LOC|NNP|compound|LOC|Xxxxx|Wenceslas|NF
What country did King Wenceslas rule ?|LOC|NN|ROOT|NON|xxxx|rule|NF
What is a fear of shadows ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What is a fear of shadows ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is a fear of shadows ?|ENTY|NN|attr|NON|xxxx|fear|NF
What is a fear of shadows ?|ENTY|NNS|pobj|NON|xxxx|shadows|NF
Who were the five Marx brothers ?|HUM|WP|attr|NON|Xxx|Who|NF
Who were the five Marx brothers ?|HUM|VBD|ROOT|NON|xxxx|were|NF
Who were the five Marx brothers ?|HUM|CD|nummod|CARDINAL|xxxx|five|NF
Who were the five Marx brothers ?|HUM|NNP|compound|PERSON|Xxxx|Marx|NF
Who were the five Marx brothers ?|HUM|NNS|attr|NON|xxxx|brothers|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|WDT|det|NON|xxxx|which|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|NN|npadvmod|NON|xxxx|year|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|VBD|auxpass|NON|xxx|was|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|NNP|compound|GPE|Xxx|New|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|NNP|nsubj|GPE|Xxxxx|Zealand|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|VBD|ROOT|NON|xxxx|excluded|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|NNP|compound|ORG|XXXX|ANZUS|NF
In which year was New Zealand excluded from the ANZUS alliance ?|NUM|NN|pobj|NON|xxxx|alliance|NF
When did CNN begin broadcasting ?|NUM|VBD|aux|NON|xxx|did|NF
When did CNN begin broadcasting ?|NUM|NNP|nsubj|ORG|XXX|CNN|NF
When did CNN begin broadcasting ?|NUM|VB|ROOT|NON|xxxx|begin|NF
When did CNN begin broadcasting ?|NUM|VBG|xcomp|NON|xxxx|broadcasting|NF
What causes the body to shiver in cold temperatures ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What causes the body to shiver in cold temperatures ?|DESC|VBZ|ROOT|NON|xxxx|causes|NF
What causes the body to shiver in cold temperatures ?|DESC|NN|nsubj|NON|xxxx|body|NF
What causes the body to shiver in cold temperatures ?|DESC|VB|ccomp|NON|xxxx|shiver|NF
What causes the body to shiver in cold temperatures ?|DESC|JJ|amod|NON|xxxx|cold|NF
What causes the body to shiver in cold temperatures ?|DESC|NNS|pobj|NON|xxxx|temperatures|NF
What are bear and bull markets ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What are bear and bull markets ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are bear and bull markets ?|DESC|JJ|acomp|NON|xxxx|bear|NF
What are bear and bull markets ?|DESC|NN|conj|NON|xxxx|bull|NF
What are bear and bull markets ?|DESC|NNS|attr|NON|xxxx|markets|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|WP|dep|NON|Xxxx|What|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NNP|compound|NON|X.X.X.|J.R.R.|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NNP|compound|PERSON|Xxxxx|Tolkien|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NN|nsubj|NON|xxxx|book|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|VBZ|ROOT|NON|xxxx|features|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NNP|compound|PERSON|Xxxxx|Bilbo|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NNP|dobj|PERSON|Xxxxx|Baggins|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|JJ|amod|NON|xxxx|central|NF
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?|ENTY|NN|pobj|NON|xxxx|character|NF
What is '' dew point '' ?|DESC|WP|attr|NON|Xxxx|What|NF
What is '' dew point '' ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is '' dew point '' ?|DESC|NN|compound|NON|xxx|dew|NF
What is '' dew point '' ?|DESC|NN|nsubj|NON|xxxx|point|NF
What is the meaning of Jesus ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the meaning of Jesus ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the meaning of Jesus ?|DESC|NN|nsubj|NON|xxxx|meaning|NF
What is the meaning of Jesus ?|DESC|NNP|pobj|NON|Xxxxx|Jesus|NF
What company's logo is a '' W '' in a circle ?|HUM|WP|det|NON|Xxxx|What|NF
What company's logo is a '' W '' in a circle ?|HUM|NN|poss|NON|xxxx|company|NF
What company's logo is a '' W '' in a circle ?|HUM|NN|nsubj|NON|xxxx|logo|NF
What company's logo is a '' W '' in a circle ?|HUM|VBZ|ROOT|NON|xx|is|NF
What company's logo is a '' W '' in a circle ?|HUM|NNP|attr|NON|X|W|NF
What company's logo is a '' W '' in a circle ?|HUM|NN|pobj|NON|xxxx|circle|NF
What is the definition of a cascade ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the definition of a cascade ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the definition of a cascade ?|DESC|NN|nsubj|NON|xxxx|definition|NF
What is the definition of a cascade ?|DESC|NN|pobj|NON|xxxx|cascade|NF
When did Rococo painting and architecture flourish ?|NUM|VBD|aux|NON|xxx|did|NF
When did Rococo painting and architecture flourish ?|NUM|NNP|nsubj|ORG|Xxxxx|Rococo|NF
When did Rococo painting and architecture flourish ?|NUM|NN|nmod|NON|xxxx|painting|NF
When did Rococo painting and architecture flourish ?|NUM|NN|conj|NON|xxxx|architecture|NF
