Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?|who|Who is who pulls|WP|VBZ|VBZ|HUM
What is the speed of the Mississippi River ?|What|What is|WP|VBZ|VBZ|NUM
What are the developmental stages of a swimmer ?|What|What are|WP|VBP|VBP|ENTY
What actor first portrayed James Bond ?|What|What actor|WDT|NN|VBD|HUM
What ocean is the largest in the world ?|What|What ocean|WDT|NN|VBZ|LOC
Who was the first American poet to win the Nobel Prize for literature , in 1948 ?|Who|Who was|WP|VBD|VBD|HUM
What year did Jack Nicklaus join the Professional Golfers Association tour ?|What|What year|WDT|NN|VB|NUM
How many sonnets did Shakespeare write ?|How|How many|WRB|JJ|VB|NUM
What causes the redness in your cheeks when you blush ?|when|What causes when you|WRB|PRP|VBZ|DESC
Who won the Nobel Peace Prize in 1991 ?|Who|Who won|WP|VBD|VBD|HUM
Who are the Challengers of the Unknown ?|Who|Who are|WP|VBP|VBP|HUM
Which city did Christian Crusaders fight to recapture from the Muslims ?|Which|Which city|WDT|NN|VB|LOC
What does it mean '' Rupee Depreciates '' ?|What|What does|WP|VBZ|VB|DESC
What gaming devices were dubbed '' Mississippi marbles '' and '' Memphis dominoes '' ?|What|What gaming|WDT|NN|VBN|ENTY
Who was the first coach of the Cleveland Browns ?|Who|Who was|WP|VBD|VBD|HUM
How successful is arometherapy ?|How|How successful|WRB|JJ|VBZ|DESC
What Jewish holiday saw the start of the 1973 Mideast War ?|What|What Jewish|WDT|JJ|VBD|ENTY
How does a copier work ?|How|How does|WRB|VBZ|NN|DESC
What is the speed of the Mississippi River ?|What|What is|WP|VBZ|VBZ|NUM
Who said of Super Bowl III in 1969 : '' We 'll win- I guarantee it '' ?|Who|Who said|WP|VBD|VBD|HUM
What is Dudley Do-Right's horse's name ?|What|What is|WP|VBZ|VBZ|ENTY
Who declared : '' I am down on whores and I shan 't stop ripping them '' ?|Who|Who declared|WP|VBD|VBD|HUM
Where does chocolate come from ?|Where|Where does|WRB|VBZ|VB|LOC
What TV game show once saw a contestant admit to picking his toes in the shower ?|What|What TV|WDT|NN|VBD|ENTY
What Soviet leader owned a Rolls-Royce ?|What|What Soviet|WP|JJ|VBD|HUM
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?|Where|Where can|WRB|MD|VB|LOC
What war did Florence Nightingale tend the troops in ?|What|What war|WDT|NN|VBP|ENTY
Who wrote the song , '' Stardust '' ?|Who|Who wrote|WP|VBD|VBD|HUM
How many Beatles ' records went #1 ?|How|How many|WRB|JJ|VBD|NUM
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?|Who|Who is|WP|VBZ|VBZ|HUM
What is the abbreviation of the company name ' General Motors ' ?|What|What is|WP|VBZ|VBZ|ABBR
What mountains lie between the Arkansas and Missouri rivers ?|What|What mountains|WP|NNS|VBP|LOC
Who received the Will Rogers Award in 1989 ?|Who|Who received|WP|VBD|VBD|HUM
What is the function of RAM ?|What|What is|WP|VBZ|VBZ|DESC
What's the closest G2 Spectrum Yellow Dwarf to Earth ?|What|What 's|WP|VBZ|VBZ|LOC
How many equal angles are there in an isosceles triangle ?|How|How many|WRB|JJ|VBP|NUM
What is the fear of cockroaches called ?|What|What is|WP|VBZ|VBZ|ENTY
What CBS soap opera was interrupted by the bulletin of John F. Kennedy's assassination ?|What|What CBS|WP|NNP|VBN|ENTY
What is the use of a 24-hour clock instead of a 12-hour clock ?|What|What is|WP|VBZ|VBZ|DESC
What was the name of the lawyer who represented Randy Craft ?|who|What was who represented|WP|VBD|VBD|HUM
What United States President had dreamed that he was assassinated ?|What|What United|WP|NNP|VBN|HUM
What film did Lee Marvin win the 1965 best actor Oscar for ?|What|What film|WDT|NN|VB|ENTY
Where is Basque country located ?|Where|Where is|WRB|VBZ|VBN|LOC
What product does '' Mrs. Olsen '' promote ?|What|What product|WDT|NN|VBZ|ENTY
What time of day did Emperor Hirohito die ?|What|What time|WDT|NN|VB|NUM
What is dry ice ?|What|What is|WP|VBZ|VBZ|DESC
What's the most powerful card in Euchre ?|What|What 's|WP|VBZ|VBZ|ENTY
What does '' intractable plantar keratoma '' mean ?|What|What does|WP|VBZ|VB|DESC
How many years did it take James Joyce to write Ulysses ?|How|How many|WRB|JJ|VB|NUM
What crop failure caused the Irish Famine ?|What|What crop|WDT|NN|VBD|ENTY
What South Korean city is served by Kimpo International Airport ?|What|What South|WDT|JJ|VBN|LOC
How many types of dogs ' tails are there - three|How|How many|WRB|JJ|VBP|NUM
What is the longest-running television series ?|What|What is|WP|VBZ|VBZ|ENTY
What predators exist on Antarctica ?|What|What predators|WDT|NNS|VBP|ENTY
What is the difference between a generator and an alternator ?|What|What is|WP|VBZ|VBZ|DESC
How is energy created ?|How|How is|WRB|VBZ|VBN|DESC
What beer advertised that it had '' three rings '' ?|What|What beer|WDT|NN|VBD|ENTY
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?|What|What is|WP|VBZ|VBZ|NUM
What golfing accessory was patented by George Grant on December 12|What|What golfing|WDT|NN|VBN|ENTY
What are the different types of plastic ?|What|What are|WP|VBP|VBP|ENTY
How is it correct to say ' qigong ' ?|How|How is|WRB|VBZ|VBZ|DESC
What was the highest mountain on earth before Mount Everest was discovered ?|What|What was|WP|VBD|VBD|LOC
Where was the Ligurian Republic , 1797-185 , ?|Where|Where was|WRB|VBD|VBD|LOC
What country's people are the top television watchers ?|What|What country|WP|NN|VBP|LOC
When was the women's suffrage amendment ratified ?|When|When was|WRB|VBD|VBN|NUM
What Polynesian people inhabit New Zealand ?|What|What Polynesian|WP|JJ|VBP|HUM
What movie tour of the Roman empire features the admonition : '' Row well and live '' ?|What|What movie|WP|NN|VBZ|ENTY
What Nevada center has been dubbed The Biggest Little City in the World ?|What|What Nevada|WP|NNP|VBN|LOC
What President lived at 219 North Delaware Street , Independence , Missouri ?|What|What President|WP|NNP|VBD|HUM
Where must a soccer goalie stand to be permitted to handle the ball ?|Where|Where must|WRB|MD|NN|LOC
What is the difference between classical conditioning and operant conditioning ?|What|What is|WP|VBZ|VBZ|DESC
In what U.S. state was the first woman governor elected ?|what|what U.S.|WP|NNP|IN|LOC
What are some interesting facts and information about dogsledding ?|What|What are|WP|VBP|VBP|DESC
What year did Hitler die ?|What|What year|WDT|NN|VB|NUM
What famous model was married to Billy Joel ?|What|What famous|WDT|JJ|VBD|HUM
What kind of animal is Babar ?|What|What kind|WDT|NN|VBZ|ENTY
What is Jane Goodall known for ?|What|What is|WP|VBZ|VBZ|DESC
What killed Bob Marley ?|What|What killed|WP|VBD|VBD|ENTY
How much money are Dumbo's ears insured for ?|How|How much|WRB|JJ|VBP|NUM
Who danced into stardom with Fred Astaire in 1941's You 'll Never Get Rich ?|Who|Who danced|WP|VBD|VBD|HUM
Who is Stein Eriksen ?|Who|Who is|WP|VBZ|VBZ|HUM
What does the name Billie mean ?|What|What does|WP|VBZ|VB|DESC
Who is the fastest swimmer in the world ?|Who|Who is|WP|VBZ|VBZ|HUM
What is the highest peak in Africa ?|What|What is|WP|VBZ|VBZ|LOC
Where is Procter & Gamble headquartered in the U.S. ?|Where|Where is|WRB|VBZ|VBN|LOC
What desert has been called The Garden of Allah ?|What|What desert|WDT|NN|VBN|LOC
What do bicornate animals have two of ?|What|What do|WP|VBP|VBP|ENTY
What function does a community's water tower serve ?|What|What function|WDT|NN|VB|DESC
What is a fear of weakness ?|What|What is|WP|VBZ|VBZ|ENTY
How many miles is it to Ohio from North Carolina ?|How|How many|WRB|JJ|VBZ|NUM
How much snow equals an inch of rain ?|How|How much|WRB|JJ|VBZ|NUM
What does G.M.T. stand for ?|What|What does|WP|VBZ|VB|ABBR
What does Inuit and Eskimo mean ?|What|What does|WP|VBZ|VB|DESC
What song served as the closing theme of The Johnny Cash Show ?|What|What song|WDT|NN|VBD|ENTY
What field sport did dentist William Beers promote and write a standard book of rules for ?|What|What field|WDT|NN|NN|ENTY
How do I tie dye clothes ?|How|How do|WRB|VBP|VB|DESC
When does the average teenager first have intercourse ?|When|When does|WRB|VBZ|VBP|NUM
Why doesn 't www.answers.com have any answers to my questions ?|Why|Why doesn|WRB|VBP|NN|DESC
What actor's autobiography is titled All My Yesterdays ?|What|What actor|WDT|NN|VBN|HUM
What Russian master spy lived in the U.S. under the name Emil Goldfus ?|What|What Russian|WDT|JJ|VBD|HUM
Where's the 19th hole on a golf course ?|Where|Where 's|WRB|VBZ|VBZ|LOC
What's nature's purpose for tornadoes ?|What|What 's|WP|VBZ|VBZ|DESC
Who played the original Charlie's Angels ?|Who|Who played|WP|VBD|VBD|HUM
Where can I find a person's address from a telephone number ?|Where|Where can|WRB|MD|VB|LOC
What English word comes from the Old French covrefeu , meaning cover fire ?|What|What English|WDT|JJ|VBZ|ENTY
What musical instrument did Prewitt play in James Jones's From Here to Eternity ?|What|What musical|WDT|JJ|VB|ENTY
Where did Sarge Steel get his metal hand ?|Where|Where did|WRB|VBD|VB|LOC
What makes popcorn pop ?|What|What makes|WP|VBZ|VBZ|DESC
Who wrote The Night of the Iguana ?|Who|Who wrote|WP|VBD|VBD|HUM
Where does your hair grow the fastest ?|Where|Where does|WRB|VBZ|VB|ENTY
What country did King Gustav V reign over from 197 to 195 ?|What|What country|WP|NN|NN|LOC
Who painted Mother and Child ?|Who|Who painted|WP|VBD|VBD|HUM
What is the speed of the Mississippi River ?|What|What is|WP|VBZ|VBZ|NUM
In what area of the world was the Six Day War fought ?|what|what area|WDT|NN|VBD|LOC
What is the brightest star visible from Earth ?|What|What is|WP|VBZ|VBZ|LOC
What film marked Robert Redford's directorial debut ?|What|What film|WDT|NN|VBD|ENTY
What was Mao's second name ?|What|What was|WP|VBD|VBD|HUM
What film or films has Jude Law appeared in ?|What|What film|WDT|NN|VBD|ENTY
Where do hyenas live ?|Where|Where do|WRB|VBP|VB|LOC
Who is the '' Queen Mother '' ?|Who|Who is|WP|VBZ|VBZ|HUM
What's the most commonly-spoken language in Belgium ?|What|What 's|WP|VBZ|VBZ|ENTY
Who has more DNA - a man or a woman ?|Who|Who has|WP|VBZ|VBZ|HUM
What are Maid-Rites ?|What|What are|WP|VBP|VBP|DESC
What children's tale contains the line : '' Come , Cinderslut , and hold this skein of wool for me '' ?|What|What children|WDT|NNS|VBZ|ENTY
What level of government or governmental agency is responsible for dealing with racism ?|What|What level|WDT|NN|VBZ|HUM
How many referees work a soccer game ?|How|How many|WRB|JJ|VBP|NUM
What cocktail do you concoct with whisky and sweet vermouth ?|What|What cocktail|WDT|NN|VB|ENTY
How do you say '' fresh '' in Spanish ?|How|How do|WRB|VBP|VB|ENTY
What do bee hives do in cranberry bogs ?|What|What do|WP|VBP|VBP|DESC
What caused the Lynmouth floods ?|What|What caused|WP|VBD|VBD|DESC
When is the Tulip Festival in Michigan ?|When|When is|WRB|VBZ|VBZ|NUM
Who came up with the name , El Nino ?|Who|Who came|WP|VBD|VBD|HUM
What movie did Madilyn Kahn star in with Gene Wilder ?|What|What movie|WP|NN|VBD|ENTY
What type of bridge is the Golden Gate Bridge ?|What|What type|WDT|NN|VBZ|ENTY
What dictator has the nickname '' El Maximo '' ?|What|What dictator|WDT|NN|VBZ|HUM
What stereo manufacturer is '' Slightly ahead of its time '' ?|What|What stereo|WDT|NN|VBZ|HUM
What U.S. city is The Queen of the Pacific ?|What|What U.S.|WP|NNP|VBZ|LOC
What TV sitcom character had the maiden name Ethel Potter ?|What|What TV|WP|NN|VBD|HUM
What was the first Lifesaver flavor ?|What|What was|WP|VBD|VBD|ENTY
Who kept the most famous diary in the English language ?|Who|Who kept|WP|VBD|VBD|HUM
Where can I find out the top 1 singles ?|Where|Where can|WRB|MD|VB|LOC
How many degrees cooler is the inside of a cucumber than the air outside ?|How|How many|WRB|JJ|VBZ|NUM
What Spanish artist painted Crucifixion ?|What|What Spanish|WDT|JJ|VBD|HUM
What is the Jewish bible called ?|What|What is|WP|VBZ|VBZ|ENTY
Why is the grass green ?|Why|Why is|WRB|VBZ|VBZ|DESC
What is a firewall ?|What|What is|WP|VBZ|VBZ|DESC
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?|What|What spy|WDT|NN|VBD|HUM
Which oil company almost picked a word that meant '' stalled car '' in Japanese as its new international name ?|that|Which oil that meant|WDT|VBD|VBD|HUM
How long does it take for Spider-Man's web to evaporate ?|How|How long|WRB|RB|VB|NUM
Who was Randy Steven Craft's lawyer ?|Who|Who was|WP|VBD|VBD|HUM
What was known as the Spice Island ?|What|What was|WP|VBD|VBN|LOC
Who was the first host of Person to Person ?|Who|Who was|WP|VBD|VBD|HUM
Name the Ranger who was always after Yogi Bear .|who|who was|WP|VBD|VB|HUM
What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?|What|What deck|WDT|NN|VBZ|ENTY
What does the Statue of Liberty wear on her feet ?|What|What does|WP|VBZ|VBP|ENTY
Who is the superstar in rent-a-cars ?|Who|Who is|WP|VBZ|VBZ|HUM
McCarren Airport is located in what city ?|what|what city|WP|NN|VBN|LOC
What household facility contains a float ball , ballcock , and overflow tube ?|What|What household|WDT|NN|VBZ|ENTY
What was the name of Betty Boop's dog ?|What|What was|WP|VBD|VBD|ENTY
What fraction of a beaver's life is spent swimming ?|What|What fraction|WDT|NN|VBN|NUM
What was the Bridge of San Luis Rey made of ?|What|What was|WP|VBD|VBD|ENTY
What do economists do ?|What|What do|WP|VBP|VB|DESC
What country has the largest sheep population ?|What|What country|WDT|NN|VBZ|LOC
What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?|What|What do|WP|VBP|VB|DESC
What country is the world's largest importer of cognac ?|What|What country|WDT|NN|VBZ|LOC
How many years is Johnnie Walker Black Label aged ?|How|How many|WRB|JJ|VBZ|NUM
What does SIDS stand for ?|What|What does|WP|VBZ|VB|ABBR
What is Grenada's main commodity export ?|What|What is|WP|VBZ|VBZ|ENTY
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?|How|How much|WRB|JJ|VB|NUM
What makes a clitoris sensitive ?|What|What makes|WP|VBZ|VBZ|DESC
What country has the most time zones , with 11 ?|What|What country|WDT|NN|VBZ|LOC
What '' magic '' does Mandrake employ ?|What|What ''|WP|``|NN|ENTY
Who is the president of Stanford University ?|Who|Who is|WP|VBZ|VBZ|HUM
What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?|What|What was|WP|VBD|VBN|ENTY
What city is Logan Airport in ?|What|What city|WDT|NN|VBZ|LOC
What is a nanometer ?|What|What is|WP|VBZ|VBZ|DESC
How many innings are there in a regulation softball game ?|How|How many|WRB|JJ|VBP|NUM
When did CNN go on the air ?|When|When did|WRB|VBD|VB|NUM
What is the largest city on the Great Lakes ?|What|What is|WP|VBZ|VBZ|LOC
What is the telephone number for the University of Kentucky ?|What|What is|WP|VBZ|VBZ|NUM
Who invented baseball ?|Who|Who invented|WP|VBD|VBD|HUM
How many wives did Brigham Young have ?|How|How many|WRB|JJ|VBP|NUM
What product on the market is good for hiding facial scars ?|What|What product|WDT|NN|VBZ|ENTY
How long is the Coney Island boardwalk ?|How|How long|WRB|JJ|VBZ|NUM
What city gained renown for its pea-soup fogs ?|What|What city|WDT|NN|VBD|LOC
What does '' Janelle '' mean ?|What|What does|WP|VBZ|VBZ|DESC
How do I get another city's newspaper ?|How|How do|WRB|VBP|VB|DESC
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?|Who|Who was|WP|VBD|VBN|HUM
What are the distinct physical characterstics of the Arabian horse ?|What|What are|WP|VBP|VBP|DESC
What is a fear of thunder ?|What|What is|WP|VBZ|VBZ|ENTY
What animal has killed the most people ?|What|What animal|WDT|NN|VBN|ENTY
How many colleges are in Wyoming ?|How|How many|WRB|JJ|VBP|NUM
What Russian seaport has a name meaning '' Lord of the East '' ?|What|What Russian|WDT|JJ|VBZ|LOC
Where can stocks be traded on-line ?|Where|Where can|WRB|MD|VBN|LOC
When was the Battle of Hastings ?|When|When was|WRB|VBD|VBD|NUM
What kind of file has the extension .dbf ?|What|What kind|WDT|NN|VBZ|ENTY
When did Muhammad live ?|When|When did|WRB|VBD|VB|NUM
What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?|What|What then|WP|RB|VBN|ENTY
What is a wop ?|What|What is|WP|VBZ|VBZ|DESC
Where do rocks come from ?|Where|Where do|WRB|VBP|VB|DESC
How do I stop background noise in a car stereo ?|How|How do|WRB|VBP|VB|DESC
Where do people mountain climb in Nepal ?|Where|Where do|WRB|VBP|NN|LOC
What is the best college in the country ?|What|What is|WP|VBZ|VBZ|HUM
What is viscosity ?|What|What is|WP|VBZ|VBZ|DESC
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?|that|What was that Alyssa|WDT|NNP|VBD|ENTY
What are the Nordic nations ?|What|What are|WP|VBP|VBP|LOC
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?|Where|Where on|WRB|IN|VB|LOC
What U.S. state borders Illinois to the north ?|What|What U.S.|WP|NNP|NNS|LOC
Name a film in which Jude Law acted .|which|which Jude|WDT|NNP|VB|ENTY
What is the temperature for baking Peachy Oat Muffins ?|What|What is|WP|VBZ|VBZ|NUM
What is a fear of bees ?|What|What is|WP|VBZ|VBZ|ENTY
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?|What|What Vladimir|WP|NNP|VBZ|ENTY
What is a green bog ?|What|What is|WP|VBZ|VBZ|DESC
Where did the myth of Santa Claus originate ?|Where|Where did|WRB|VBD|RB|LOC
What does a chairbound basophobic fear ?|What|What does|WP|VBZ|NN|ENTY
What city is served by Logan International Airport ?|What|What city|WDT|NN|VBN|LOC
What wrestling star became '' The Incredible Hulk '' ?|What|What wrestling|WP|VBG|VBD|HUM
What attracts tourists to Reims ?|What|What attracts|WP|VBZ|VBZ|LOC
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?|What|What game|WDT|NN|VBP|ENTY
What fastener did Whitcomb Judson patent in 1893 ?|What|What fastener|WDT|NN|VBD|ENTY
